"","Country","Stay_Info","Year","Quantity"
"3068","Cameroon","Occupancy rate / bed-places",1997,16.07
"3069","Cameroon","Occupancy rate / bed-places",2006,19.26
"3070","Cameroon","Occupancy rate / bed-places",2007,19.23
"3071","Cameroon","Occupancy rate / bed-places",2008,18.21
"3072","Cameroon","Occupancy rate / bed-places",2009,19
"3073","Cameroon","Occupancy rate / bed-places",2010,18.41
"3074","Cameroon","Occupancy rate / bed-places",2011,18.92
"3075","Cameroon","Occupancy rate / bed-places",2012,19.2
"3076","Cameroon","Occupancy rate / bed-places",2013,27
"3077","Cameroon","Occupancy rate / bed-places",2014,27.11
"3078","Cameroon","Occupancy rate / bed-places",2015,26.71
"3079","Cameroon","Occupancy rate / bed-places",2016,25.51
"3080","Cameroon","Occupancy rate / bed-places",2017,29.49
"3081","Cameroon","Occupancy rate / bed-places",2018,27.44
"3082","Cameroon","Occupancy rate / bed-places",2019,28.17
"3083","Cameroon","Occupancy rate / bed-places",2020,10.49
"3084","Cameroon","Occupancy rate / bed-places",2021,24.61
"3085","Cameroon","Average length of stay",2006,1.51
"3086","Cameroon","Average length of stay",2007,1.45
"3087","Cameroon","Average length of stay",2008,1.36
"3088","Cameroon","Average length of stay",2009,1.42
"3089","Cameroon","Average length of stay",2010,1.27
"3090","Cameroon","Average length of stay",2011,1.38
"3091","Cameroon","Average length of stay",2012,1.52
"3092","Cameroon","Average length of stay",2013,1.57
"3093","Cameroon","Average length of stay",2014,1.62
"3094","Cameroon","Average length of stay",2015,1.63
"3095","Cameroon","Average length of stay",2016,1.65
"3096","Cameroon","Average length of stay",2017,1.86
"3097","Cameroon","Average length of stay",2018,1.87
"3098","Cameroon","Average length of stay",2019,1.9
"3099","Cameroon","Average length of stay",2020,1.47
"3100","Cameroon","Average length of stay",2021,1.81
"3101","Canada","Number of rooms",1996,331584
"3102","Canada","Number of rooms",1997,327383
"3103","Canada","Number of rooms",1998,330003
"3104","Canada","Number of rooms",2000,358583
"3105","Canada","Number of rooms",2001,367271
"3106","Canada","Number of rooms",2003,363628
"3107","Canada","Number of rooms",2004,377771
"3108","Canada","Occupancy rate / bed-places",1996,62.4
"3109","Canada","Occupancy rate / bed-places",1997,63.7
"3110","Canada","Occupancy rate / bed-places",1998,64
"3111","Canada","Occupancy rate / bed-places",1999,62.94
"3112","Canada","Occupancy rate / bed-places",2000,64.9
"3113","Canada","Occupancy rate / bed-places",2001,62.1
"3114","Canada","Occupancy rate / bed-places",2002,61.9
"3115","Canada","Occupancy rate / bed-places",2003,58.7
"3116","Canada","Occupancy rate / bed-places",2004,62.1
"3117","Canada","Occupancy rate / bed-places",2005,59.9
"3118","Canada","Average length of stay",1996,5.59
"3119","Canada","Average length of stay",1997,5.5
"3120","Canada","Average length of stay",1998,5.22
"3121","Cayman Islands","Number of establishments",2013,400
"3122","Cayman Islands","Number of establishments",2014,420
"3123","Cayman Islands","Number of establishments",2015,501
"3124","Cayman Islands","Number of establishments",2016,532
"3125","Cayman Islands","Number of establishments",2017,585
"3126","Cayman Islands","Number of rooms",1996,4477
"3127","Cayman Islands","Number of rooms",1997,4501
"3128","Cayman Islands","Number of rooms",1998,4216
"3129","Cayman Islands","Number of rooms",1999,4786
"3130","Cayman Islands","Number of rooms",2000,5364
"3131","Cayman Islands","Number of rooms",2001,5428
"3132","Cayman Islands","Number of rooms",2002,5238
"3133","Cayman Islands","Number of rooms",2003,5108
"3134","Cayman Islands","Number of rooms",2005,2954
"3135","Cayman Islands","Number of rooms",2006,3907
"3136","Cayman Islands","Number of rooms",2007,4484
"3137","Cayman Islands","Number of rooms",2008,4332
"3138","Cayman Islands","Number of rooms",2009,4563
"3139","Cayman Islands","Number of rooms",2010,4587
"3140","Cayman Islands","Number of rooms",2011,4974
"3141","Cayman Islands","Number of rooms",2012,4923
"3142","Cayman Islands","Number of rooms",2013,5248
"3143","Cayman Islands","Number of rooms",2014,5264
"3144","Cayman Islands","Number of rooms",2015,5515
"3145","Cayman Islands","Number of rooms",2016,5905
"3146","Cayman Islands","Number of rooms",2017,6196
"3147","Cayman Islands","Number of rooms",2018,6780
"3148","Cayman Islands","Number of rooms",2019,7098
"3149","Cayman Islands","Number of rooms",2020,7263
"3150","Cayman Islands","Number of bed-places",1996,13222
"3151","Cayman Islands","Number of bed-places",1997,13262
"3152","Cayman Islands","Number of bed-places",1998,12193
"3153","Cayman Islands","Number of bed-places",1999,11811
"3154","Cayman Islands","Number of bed-places",2000,17356
"3155","Cayman Islands","Number of bed-places",2001,17445
"3156","Cayman Islands","Number of bed-places",2002,16565
"3157","Cayman Islands","Number of bed-places",2003,15186
"3158","Cayman Islands","Number of bed-places",2013,15010
"3159","Cayman Islands","Number of bed-places",2014,15130
"3160","Cayman Islands","Number of bed-places",2015,14977
"3161","Cayman Islands","Number of bed-places",2016,17231
"3162","Cayman Islands","Number of bed-places",2017,18067
"3163","Cayman Islands","Number of bed-places",2018,19957
"3164","Cayman Islands","Number of bed-places",2019,20830
"3165","Cayman Islands","Number of bed-places",2020,21451
"3166","Cayman Islands","Occupancy rate / rooms",1997,62.9049660607643
"3167","Cayman Islands","Occupancy rate / rooms",1998,73.1
"3168","Cayman Islands","Occupancy rate / rooms",1999,71.8
"3169","Cayman Islands","Occupancy rate / rooms",2000,62.4
"3170","Cayman Islands","Occupancy rate / rooms",2001,55.3
"3171","Cayman Islands","Occupancy rate / rooms",2002,50.6
"3172","Cayman Islands","Occupancy rate / rooms",2003,51.2
"3173","Cayman Islands","Occupancy rate / rooms",2004,61.7
"3174","Cayman Islands","Occupancy rate / rooms",2005,55.8
"3175","Cayman Islands","Occupancy rate / rooms",2006,60.4
"3176","Cayman Islands","Occupancy rate / rooms",2007,61.8
"3177","Cayman Islands","Occupancy rate / rooms",2008,62.2
"3178","Cayman Islands","Occupancy rate / rooms",2009,59
"3179","Cayman Islands","Occupancy rate / rooms",2010,68.2
"3180","Cayman Islands","Average length of stay",1996,4.5
"3181","Cayman Islands","Average length of stay",1997,4.85018450184502
"3182","Cayman Islands","Average length of stay",1998,5
"3183","Cayman Islands","Average length of stay",1999,4.7
"3184","Cayman Islands","Average length of stay",2000,4.6
"3185","Cayman Islands","Average length of stay",2001,4.5
"3186","Cayman Islands","Average length of stay",2002,4.8
"3187","Cayman Islands","Average length of stay",2003,4.7
"3188","Cayman Islands","Average length of stay",2004,4.9
"3189","Cayman Islands","Average length of stay",2005,4.9
"3190","Cayman Islands","Average length of stay",2006,4.5
"3191","Cayman Islands","Average length of stay",2007,4.7
"3192","Cayman Islands","Average length of stay",2008,4.5
"3193","Cayman Islands","Average length of stay",2009,4.4
"3194","Cayman Islands","Average length of stay",2010,6.25
"3195","Cayman Islands","Average length of stay",2011,6.25
"3196","Cayman Islands","Average length of stay",2012,6.27
"3197","Cayman Islands","Average length of stay",2013,6.14
"3198","Cayman Islands","Average length of stay",2014,6.1
"3199","Cayman Islands","Average length of stay",2015,6.26
"3200","Cayman Islands","Average length of stay",2016,6.16
"3201","Cayman Islands","Average length of stay",2017,6.16
"3202","Cayman Islands","Average length of stay",2018,6.07
"3203","Cayman Islands","Average length of stay",2019,5.9
"3204","Cayman Islands","Average length of stay",2020,6.1
"3205","Central African Republic","Number of establishments",2009,56
"3206","Central African Republic","Number of establishments",2010,60
"3207","Central African Republic","Number of establishments",2011,62
"3208","Central African Republic","Number of establishments",2012,69
"3209","Central African Republic","Number of establishments",2013,51
"3210","Central African Republic","Number of establishments",2014,59
"3211","Central African Republic","Number of establishments",2015,68
"3212","Central African Republic","Number of establishments",2016,82
"3213","Central African Republic","Number of establishments",2017,89
"3214","Central African Republic","Number of establishments",2018,91
"3215","Central African Republic","Number of establishments",2019,87
"3216","Central African Republic","Number of establishments",2020,91
"3217","Central African Republic","Number of establishments",2021,104
"3218","Central African Republic","Number of rooms",1996,227
"3219","Central African Republic","Number of rooms",1997,227
"3220","Central African Republic","Number of rooms",2000,201
"3221","Central African Republic","Number of rooms",2001,201
"3222","Central African Republic","Number of rooms",2002,201
"3223","Central African Republic","Number of rooms",2003,201
"3224","Central African Republic","Number of rooms",2004,235
"3225","Central African Republic","Number of rooms",2005,241
"3226","Central African Republic","Number of rooms",2006,241
"3227","Central African Republic","Number of rooms",2007,319
"3228","Central African Republic","Number of rooms",2008,507
"3229","Central African Republic","Number of rooms",2009,722
"3230","Central African Republic","Number of rooms",2010,989
"3231","Central African Republic","Number of rooms",2011,992
"3232","Central African Republic","Number of rooms",2012,1151
"3233","Central African Republic","Number of rooms",2013,845
"3234","Central African Republic","Number of rooms",2014,972
"3235","Central African Republic","Number of rooms",2015,1138
"3236","Central African Republic","Number of rooms",2016,1239
"3237","Central African Republic","Number of rooms",2017,1281
"3238","Central African Republic","Number of rooms",2018,1307
"3239","Central African Republic","Number of rooms",2019,1360
"3240","Central African Republic","Number of rooms",2020,1396
"3241","Central African Republic","Number of rooms",2021,1473
"3242","Central African Republic","Number of bed-places",1996,347
"3243","Central African Republic","Number of bed-places",1997,347
"3244","Central African Republic","Number of bed-places",2005,355
"3245","Central African Republic","Number of bed-places",2006,355
"3246","Central African Republic","Number of bed-places",2007,423
"3247","Central African Republic","Number of bed-places",2008,665
"3248","Central African Republic","Number of bed-places",2009,880
"3249","Central African Republic","Number of bed-places",2010,1138
"3250","Central African Republic","Number of bed-places",2011,1153
"3251","Central African Republic","Number of bed-places",2012,1403
"3252","Central African Republic","Number of bed-places",2013,1097
"3253","Central African Republic","Number of bed-places",2014,1224
"3254","Central African Republic","Number of bed-places",2015,1390
"3255","Central African Republic","Number of bed-places",2016,1860
"3256","Central African Republic","Number of bed-places",2017,2244
"3257","Central African Republic","Number of bed-places",2018,2736
"3258","Central African Republic","Number of bed-places",2019,2852
"3259","Central African Republic","Number of bed-places",2020,2916
"3260","Central African Republic","Number of bed-places",2021,3042
"3261","Central African Republic","Occupancy rate / rooms",1996,51.72
"3262","Central African Republic","Occupancy rate / rooms",1997,55.42
"3263","Central African Republic","Occupancy rate / rooms",1998,49.1
"3264","Central African Republic","Occupancy rate / rooms",2000,44.27
"3265","Central African Republic","Occupancy rate / rooms",2001,35.77
"3266","Central African Republic","Occupancy rate / rooms",2002,42.78
"3267","Central African Republic","Occupancy rate / rooms",2003,40.27
"3268","Central African Republic","Occupancy rate / rooms",2004,34.03
"3269","Central African Republic","Occupancy rate / rooms",2005,41
"3270","Central African Republic","Occupancy rate / rooms",2006,49
"3271","Central African Republic","Occupancy rate / rooms",2007,51.72
"3272","Central African Republic","Occupancy rate / rooms",2008,60.42
"3273","Central African Republic","Occupancy rate / rooms",2009,60.01
"3274","Central African Republic","Occupancy rate / rooms",2010,62.4
"3275","Central African Republic","Occupancy rate / rooms",2011,60.37
"3276","Central African Republic","Occupancy rate / rooms",2012,50.93
"3277","Central African Republic","Occupancy rate / rooms",2013,45.89
"3278","Central African Republic","Occupancy rate / rooms",2014,50.64
"3279","Central African Republic","Occupancy rate / rooms",2015,52.15
"3280","Central African Republic","Occupancy rate / rooms",2016,57.2
"3281","Central African Republic","Occupancy rate / rooms",2017,57.08
"3282","Central African Republic","Occupancy rate / rooms",2018,57.43
"3283","Central African Republic","Occupancy rate / rooms",2019,57.9
"3284","Central African Republic","Occupancy rate / rooms",2020,16.51
"3285","Central African Republic","Average length of stay",2000,3.27
"3286","Central African Republic","Average length of stay",2001,4.77
"3287","Central African Republic","Average length of stay",2002,4.11
"3288","Central African Republic","Average length of stay",2003,5.61
"3289","Central African Republic","Average length of stay",2004,3.01
"3290","Central African Republic","Average length of stay",2005,4.22
"3291","Central African Republic","Average length of stay",2006,3.82
"3292","Central African Republic","Average length of stay",2007,2.45
"3293","Central African Republic","Average length of stay",2008,2.99
"3294","Central African Republic","Average length of stay",2009,2.99
"3295","Central African Republic","Average length of stay",2010,2.67
"3296","Central African Republic","Average length of stay",2011,2.13
"3297","Central African Republic","Average length of stay",2012,2.25
"3298","Central African Republic","Average length of stay",2013,2.36
"3299","Central African Republic","Average length of stay",2014,2.95
"3300","Central African Republic","Average length of stay",2015,2.79
"3301","Central African Republic","Average length of stay",2016,1.4
"3302","Central African Republic","Average length of stay",2017,1.3
"3303","Central African Republic","Average length of stay",2018,1.91
"3304","Central African Republic","Average length of stay",2019,2.1
"3305","Central African Republic","Average length of stay",2020,2.37
"3306","Central African Republic","Average length of stay",2021,1.82
"3307","Chad","Number of establishments",2019,45
"3308","Chad","Number of establishments",2020,45
"3309","Chad","Number of establishments",2021,45
"3310","Chad","Number of rooms",1996,374
"3311","Chad","Number of rooms",1997,374
"3312","Chad","Number of rooms",1998,389
"3313","Chad","Number of rooms",1999,586
"3314","Chad","Number of rooms",2000,677
"3315","Chad","Number of rooms",2001,719
"3316","Chad","Number of rooms",2002,904
"3317","Chad","Number of rooms",2003,835
"3318","Chad","Number of rooms",2004,835
"3319","Chad","Number of rooms",2005,922
"3320","Chad","Number of rooms",2008,1330
"3321","Chad","Number of rooms",2009,1330
"3322","Chad","Number of rooms",2010,1330
"3323","Chad","Number of rooms",2011,1330
"3324","Chad","Number of rooms",2012,1424
"3325","Chad","Number of rooms",2013,1424
"3326","Chad","Number of rooms",2014,1684
"3327","Chad","Number of rooms",2015,1799
"3328","Chad","Number of rooms",2019,1827
"3329","Chad","Number of rooms",2020,1827
"3330","Chad","Number of rooms",2021,2011
"3331","Chad","Number of bed-places",1996,688
"3332","Chad","Number of bed-places",1997,688
"3333","Chad","Number of bed-places",1998,693
"3334","Chad","Number of bed-places",1999,983
"3335","Chad","Number of bed-places",2000,1250
"3336","Chad","Number of bed-places",2001,1308
"3337","Chad","Number of bed-places",2002,1274
"3338","Chad","Number of bed-places",2003,1320
"3339","Chad","Number of bed-places",2004,1320
"3340","Chad","Number of bed-places",2005,1434
"3341","Chad","Number of bed-places",2008,2178
"3342","Chad","Number of bed-places",2009,2380
"3343","Chad","Number of bed-places",2010,2380
"3344","Chad","Number of bed-places",2011,2380
"3345","Chad","Number of bed-places",2012,2380
"3346","Chad","Number of bed-places",2013,2380
"3347","Chad","Number of bed-places",2014,3020
"3348","Chad","Number of bed-places",2015,3220
"3349","Chad","Number of bed-places",2019,3603
"3350","Chad","Number of bed-places",2020,3603
"3351","Chad","Number of bed-places",2021,4005
"3352","Chad","Occupancy rate / bed-places",1996,18.5
"3353","Chad","Occupancy rate / bed-places",1997,23.29
"3354","Chad","Occupancy rate / bed-places",1998,79.66
"3355","Chad","Occupancy rate / bed-places",1999,56
"3356","Chad","Occupancy rate / bed-places",2000,50
"3357","Chad","Occupancy rate / bed-places",2001,92
"3358","Chad","Occupancy rate / bed-places",2002,49
"3359","Chad","Occupancy rate / bed-places",2003,28
"3360","Chad","Average length of stay",1996,2
"3361","Chad","Average length of stay",1997,2
"3362","Chad","Average length of stay",1998,3
"3363","Chad","Average length of stay",1999,3
"3364","Chad","Average length of stay",2000,3.62
"3365","Chad","Average length of stay",2001,3.9
"3366","Chad","Average length of stay",2003,3
"3367","Chad","Average length of stay",2004,3
"3368","Chad","Average length of stay",2005,3
"3369","Chile","Number of establishments",2000,2718
"3370","Chile","Number of establishments",2001,2762
"3371","Chile","Number of establishments",2002,2978
"3372","Chile","Number of establishments",2003,2931
"3373","Chile","Number of establishments",2004,3275
"3374","Chile","Number of establishments",2005,3433
"3375","Chile","Number of establishments",2006,3484
"3376","Chile","Number of establishments",2007,3528
"3377","Chile","Number of establishments",2008,3701
"3378","Chile","Number of establishments",2009,4059
"3379","Chile","Number of establishments",2010,4126
"3380","Chile","Number of establishments",2011,4778
"3381","Chile","Number of establishments",2012,4890
"3382","Chile","Number of establishments",2013,5576
"3383","Chile","Number of establishments",2014,6027
"3384","Chile","Number of establishments",2015,6497
"3385","Chile","Number of establishments",2016,7010
"3386","Chile","Number of establishments",2017,7327
"3387","Chile","Number of establishments",2018,8039
"3388","Chile","Number of establishments",2019,8565
"3389","Chile","Number of establishments",2020,8231
"3390","Chile","Number of establishments",2021,8243
"3391","Chile","Number of rooms",1996,40412
"3392","Chile","Number of rooms",1997,40829
"3393","Chile","Number of rooms",1998,44720
"3394","Chile","Number of rooms",1999,46097
"3395","Chile","Number of rooms",2000,47204
"3396","Chile","Number of rooms",2001,49898
"3397","Chile","Number of rooms",2002,51793
"3398","Chile","Number of rooms",2003,53274
"3399","Chile","Number of rooms",2004,53620
"3400","Chile","Number of rooms",2005,53079
"3401","Chile","Number of rooms",2006,62212
"3402","Chile","Number of rooms",2007,63146
"3403","Chile","Number of rooms",2008,66481
"3404","Chile","Number of rooms",2009,71295
"3405","Chile","Number of rooms",2010,72132
"3406","Chile","Number of rooms",2011,76560
"3407","Chile","Number of rooms",2012,82088
"3408","Chile","Number of rooms",2013,88150
"3409","Chile","Number of rooms",2014,95280
"3410","Chile","Number of rooms",2015,100203
"3411","Chile","Number of rooms",2016,105368
"3412","Chile","Number of rooms",2017,112255
"3413","Chile","Number of rooms",2018,120487
"3414","Chile","Number of rooms",2019,125252
"3415","Chile","Number of rooms",2020,120367
"3416","Chile","Number of rooms",2021,120545
"3417","Chile","Number of bed-places",1996,91339
"3418","Chile","Number of bed-places",1997,91854
"3419","Chile","Number of bed-places",1998,102439
"3420","Chile","Number of bed-places",1999,108068
"3421","Chile","Number of bed-places",2000,110137
"3422","Chile","Number of bed-places",2001,113010
"3423","Chile","Number of bed-places",2002,117315
"3424","Chile","Number of bed-places",2003,121988
"3425","Chile","Number of bed-places",2004,126016
"3426","Chile","Number of bed-places",2005,130295
"3427","Chile","Number of bed-places",2006,136550
"3428","Chile","Number of bed-places",2007,138126
"3429","Chile","Number of bed-places",2008,144526
"3430","Chile","Number of bed-places",2009,152936
"3431","Chile","Number of bed-places",2010,151163
"3432","Chile","Number of bed-places",2011,156605
"3433","Chile","Number of bed-places",2012,175613
"3434","Chile","Number of bed-places",2013,186455
"3435","Chile","Number of bed-places",2014,201536
"3436","Chile","Number of bed-places",2015,208450
"3437","Chile","Number of bed-places",2016,223343
"3438","Chile","Number of bed-places",2017,229770
"3439","Chile","Number of bed-places",2018,251898
"3440","Chile","Number of bed-places",2019,266835
"3441","Chile","Number of bed-places",2020,256427
"3442","Chile","Number of bed-places",2021,256806
"3443","Chile","Occupancy rate / rooms",2000,30.8
"3444","Chile","Occupancy rate / rooms",2001,32.5
"3445","Chile","Occupancy rate / rooms",2002,31
"3446","Chile","Occupancy rate / rooms",2003,32.5
"3447","Chile","Occupancy rate / rooms",2004,32.2
"3448","Chile","Occupancy rate / rooms",2005,34.1
"3449","Chile","Occupancy rate / rooms",2006,35.9
"3450","Chile","Occupancy rate / rooms",2007,36.4
"3451","Chile","Occupancy rate / rooms",2008,38.6
"3452","Chile","Occupancy rate / rooms",2009,37.9
"3453","Chile","Occupancy rate / rooms",2010,39.8
"3454","Chile","Occupancy rate / rooms",2011,42.8
"3455","Chile","Occupancy rate / rooms",2012,42.6
"3456","Chile","Occupancy rate / rooms",2013,42.2
"3457","Chile","Occupancy rate / rooms",2014,41.88
"3458","Chile","Occupancy rate / rooms",2015,41.01
"3459","Chile","Occupancy rate / rooms",2016,40.2
"3460","Chile","Occupancy rate / rooms",2017,40.26
"3461","Chile","Occupancy rate / rooms",2018,39.79
"3462","Chile","Occupancy rate / rooms",2019,37.55
"3463","Chile","Occupancy rate / rooms",2020,29.99
"3464","Chile","Occupancy rate / rooms",2021,35.75
"3465","Chile","Occupancy rate / rooms",2022,40.45
"3466","Chile","Occupancy rate / bed-places",1996,34.7
"3467","Chile","Occupancy rate / bed-places",1997,36.1
"3468","Chile","Occupancy rate / bed-places",1998,35
"3469","Chile","Occupancy rate / bed-places",1999,30.2
"3470","Chile","Occupancy rate / bed-places",2000,21.5
"3471","Chile","Occupancy rate / bed-places",2001,26.1
"3472","Chile","Occupancy rate / bed-places",2002,26.4
"3473","Chile","Occupancy rate / bed-places",2003,30.8
"3474","Chile","Occupancy rate / bed-places",2004,30.7
"3475","Chile","Occupancy rate / bed-places",2005,31.7
"3476","Chile","Occupancy rate / bed-places",2006,34.6
"3477","Chile","Occupancy rate / bed-places",2007,36.9
"3478","Chile","Occupancy rate / bed-places",2008,28.5
"3479","Chile","Occupancy rate / bed-places",2009,27.1
"3480","Chile","Occupancy rate / bed-places",2010,26.9
"3481","Chile","Occupancy rate / bed-places",2011,27.2
"3482","Chile","Occupancy rate / bed-places",2012,28.3
"3483","Chile","Occupancy rate / bed-places",2013,27.9
"3484","Chile","Occupancy rate / bed-places",2014,27.96
"3485","Chile","Occupancy rate / bed-places",2015,23.88
"3486","Chile","Occupancy rate / bed-places",2016,24
"3487","Chile","Occupancy rate / bed-places",2017,27.03
"3488","Chile","Occupancy rate / bed-places",2018,25.58
"3489","Chile","Occupancy rate / bed-places",2019,23.98
"3490","Chile","Occupancy rate / bed-places",2020,19.23
"3491","Chile","Occupancy rate / bed-places",2021,22.25
"3492","Chile","Occupancy rate / bed-places",2022,24.49
"3493","Chile","Average length of stay",1996,2.2
"3494","Chile","Average length of stay",1997,2.3
"3495","Chile","Average length of stay",1998,2.2
"3496","Chile","Average length of stay",1999,2
"3497","Chile","Average length of stay",2000,2.1
"3498","Chile","Average length of stay",2001,2.1
"3499","Chile","Average length of stay",2002,2.1
"3500","Chile","Average length of stay",2003,2.2
"3501","Chile","Average length of stay",2004,2.1
"3502","Chile","Average length of stay",2005,2
"3503","Chile","Average length of stay",2006,2.1
"3504","Chile","Average length of stay",2007,2.1
"3505","Chile","Average length of stay",2008,2.1
"3506","Chile","Average length of stay",2009,2.1
"3507","Chile","Average length of stay",2010,2.1
"3508","Chile","Average length of stay",2011,2
"3509","Chile","Average length of stay",2012,1.9
"3510","Chile","Average length of stay",2013,2
"3511","Chile","Average length of stay",2014,1.95
"3512","Chile","Average length of stay",2015,1.91
"3513","Chile","Average length of stay",2016,1.9
"3514","Chile","Average length of stay",2017,2.04
"3515","Chile","Average length of stay",2018,2.03
"3516","Chile","Average length of stay",2019,2.01
"3517","Chile","Average length of stay",2020,2.13
"3518","Chile","Average length of stay",2021,2.18
"3519","Chile","Average length of stay",2022,2.06
"3520","China","Number of establishments",1996,4418
"3521","China","Number of establishments",1997,5201
"3522","China","Number of establishments",1998,5782
"3523","China","Number of establishments",1999,7035
"3524","China","Number of establishments",2000,10481
"3525","China","Number of establishments",2001,7358
"3526","China","Number of establishments",2002,8880
"3527","China","Number of establishments",2003,9751
"3528","China","Number of establishments",2004,10888
"3529","China","Number of establishments",2005,11828
"3530","China","Number of establishments",2006,12751
"3531","China","Number of establishments",2007,13583
"3532","China","Number of establishments",2008,14099
"3533","China","Number of establishments",2009,14237
"3534","China","Number of establishments",2010,13991
"3535","China","Number of establishments",2011,11676
"3536","China","Number of establishments",2012,11367
"3537","China","Number of establishments",2013,11687
"3538","China","Number of establishments",2014,11180
"3539","China","Number of establishments",2015,10550
"3540","China","Number of establishments",2016,9861
"3541","China","Number of establishments",2017,9566
"3542","China","Number of establishments",2018,8962
"3543","China","Number of establishments",2019,8920
"3544","China","Number of establishments",2020,8423
"3545","China","Number of establishments",2021,7676
"3546","China","Number of establishments",2022,7337
"3547","China","Number of rooms",1996,593696
"3548","China","Number of rooms",1997,701736
"3549","China","Number of rooms",1998,764797
"3550","China","Number of rooms",1999,889430
"3551","China","Number of rooms",2000,948185
"3552","China","Number of rooms",2001,816260
"3553","China","Number of rooms",2002,897206
"3554","China","Number of rooms",2003,992804
"3555","China","Number of rooms",2004,1237851
"3556","China","Number of rooms",2005,1332083
"3557","China","Number of rooms",2006,1459836
"3558","China","Number of rooms",2007,1573784
"3559","China","Number of rooms",2008,1591379
"3560","China","Number of rooms",2009,1673475
"3561","China","Number of rooms",2010,1709966
"3562","China","Number of rooms",2011,1474900
"3563","China","Number of rooms",2012,1497200
"3564","China","Number of rooms",2013,1539141
"3565","China","Number of rooms",2014,1497899
"3566","China","Number of rooms",2015,1462454
"3567","China","Number of rooms",2016,1420489
"3568","China","Number of rooms",2017,1470606
"3569","China","Number of rooms",2018,1365170
"3570","China","Number of rooms",2019,1203800
"3571","China","Number of rooms",2020,1160600
"3572","China","Number of rooms",2021,1120900
"3573","China","Number of rooms",2022,1114100
"3574","China","Number of bed-places",1996,1199714
"3575","China","Number of bed-places",1997,1411708
"3576","China","Number of bed-places",1998,1524224
"3577","China","Number of bed-places",1999,1769825
"3578","China","Number of bed-places",2000,1855965
"3579","China","Number of bed-places",2001,1533053
"3580","China","Number of bed-places",2002,1729460
"3581","China","Number of bed-places",2003,1887740
"3582","China","Number of bed-places",2004,2366638
"3583","China","Number of bed-places",2005,2571664
"3584","China","Number of bed-places",2006,2785481
"3585","China","Number of bed-places",2007,2969434
"3586","China","Number of bed-places",2008,2934758
"3587","China","Number of bed-places",2009,3064684
"3588","China","Number of bed-places",2010,2981227
"3589","China","Number of bed-places",2011,2586400
"3590","China","Number of bed-places",2012,2677400
"3591","China","Number of bed-places",2013,2705013
"3592","China","Number of bed-places",2014,2624815
"3593","China","Number of bed-places",2015,2593585
"3594","China","Number of bed-places",2016,2482841
"3595","China","Number of bed-places",2017,2505595
"3596","China","Number of bed-places",2018,2318834
"3597","China","Number of bed-places",2019,2077800
"3598","China","Number of bed-places",2020,1906800
"3599","China","Number of bed-places",2021,1913300
"3600","China","Number of bed-places",2022,2046700
"3601","China","Occupancy rate / rooms",1996,55.27
"3602","China","Occupancy rate / rooms",1997,53.78
"3603","China","Occupancy rate / rooms",1998,51.67
"3604","China","Occupancy rate / rooms",1999,53.41
"3605","China","Occupancy rate / rooms",2000,55.85
"3606","China","Occupancy rate / rooms",2001,58.45
"3607","China","Occupancy rate / rooms",2002,60.15
"3608","China","Occupancy rate / rooms",2003,56.14
"3609","China","Occupancy rate / rooms",2004,60.62
"3610","China","Occupancy rate / rooms",2005,60.96
"3611","China","Occupancy rate / rooms",2006,61.03
"3612","China","Occupancy rate / rooms",2007,60.96
"3613","China","Occupancy rate / rooms",2008,58.3
"3614","China","Occupancy rate / rooms",2009,57.88
"3615","China","Occupancy rate / rooms",2010,60.27
"3616","China","Occupancy rate / rooms",2011,61
"3617","China","Occupancy rate / rooms",2012,59.46
"3618","China","Occupancy rate / rooms",2013,55.97
"3619","China","Occupancy rate / rooms",2014,54
"3620","China","Occupancy rate / rooms",2015,54.19
"3621","China","Occupancy rate / rooms",2016,54.73
"3622","China","Occupancy rate / rooms",2019,55.18
"3623","China","Occupancy rate / rooms",2020,38.98
"3624","China","Occupancy rate / rooms",2021,41.77
"3625","China","Occupancy rate / rooms",2022,38.35
"3626","China","Average length of stay",1996,2.43
"3627","China","Average length of stay",1997,2.44
"3628","China","Average length of stay",1998,2.64
"3629","China","Average length of stay",1999,2.53
"3630","China","Average length of stay",2000,2.52
"3631","China","Average length of stay",2001,2.54
"3632","China","Average length of stay",2002,2.54
"3633","China","Average length of stay",2003,2.66
"3634","China","Average length of stay",2004,2.6
"3635","China","Average length of stay",2005,2.6
"3636","China","Average length of stay",2006,2.67
"3637","China","Average length of stay",2007,2.67
"3638","China","Average length of stay",2008,2.64
"3639","China","Average length of stay",2009,2.68
"3640","China","Average length of stay",2010,2.73
"3641","China","Average length of stay",2011,2.77
"3642","China","Average length of stay",2012,2.84
"3643","China","Average length of stay",2013,2.71
"3644","Colombia","Number of establishments",1996,1452
"3645","Colombia","Number of establishments",1997,1468
"3646","Colombia","Number of establishments",1998,1487
"3647","Colombia","Number of establishments",1999,1485
"3648","Colombia","Number of establishments",2000,1484
"3649","Colombia","Number of establishments",2001,1493
"3650","Colombia","Number of establishments",2002,1498
"3651","Colombia","Number of establishments",2003,1563
"3652","Colombia","Number of establishments",2004,2582
"3653","Colombia","Number of establishments",2005,2930
"3654","Colombia","Number of establishments",2009,5845
"3655","Colombia","Number of establishments",2010,5778
"3656","Colombia","Number of establishments",2011,5662
